Day,Month,Year,Value
30,November,2008,-0.872649
07,December,2008,-0.940932
14,December,2008,-0.89466
22,December,2008,-0.62658
29,December,2008,-0.479922
04,January,2009,-0.764631
12,January,2009,-0.399456
19,January,2009,-0.067865
26,January,2009,0.17669
01,February,2009,0.011913
08,February,2009,0.058359
16,February,2009,0.020363
23,February,2009,0.021726
02,March,2009,-0.009161
08,March,2009,-0.255069
15,March,2009,-0.358607
22,March,2009,-0.491835
30,March,2009,-0.530993
06,April,2009,0.027922
13,April,2009,-0.214785
19,April,2009,-0.664203
26,April,2009,-0.912796
03,May,2009,-0.343835
11,May,2009,-0.291812
18,May,2009,-0.240717
24,May,2009,-0.428169
31,May,2009,-0.352705
07,June,2009,-0.372812
15,June,2009,-0.255757
22,June,2009,-0.07266
29,June,2009,0.149375
05,July,2009,-0.127793
12,July,2009,0.006144
19,July,2009,0.242229
27,July,2009,0.42121
03,August,2009,-0.019647
10,August,2009,0.014468
16,August,2009,-0.23721
23,August,2009,-0.342227
31,August,2009,-0.302881
07,September,2009,-0.371401
14,September,2009,-0.260333
20,September,2009,-0.36373
27,September,2009,-0.510504
04,October,2009,-0.296628
12,October,2009,-0.250983
19,October,2009,-0.23225
26,October,2009,-0.073477
01,November,2009,0.367729
08,November,2009,0.392767
15,November,2009,-0.0842
23,November,2009,-0.470846
30,November,2009,-0.635307
06,December,2009,-0.498563
13,December,2009,-0.2967
20,December,2009,-0.056961
28,December,2009,0.061275
04,January,2010,-0.388848
11,January,2010,-0.515105
17,January,2010,-0.391772
24,January,2010,-0.113171
31,January,2010,-0.014519
08,February,2010,0.33819
15,February,2010,0.647365
22,February,2010,0.678463
28,February,2010,0.765147
07,March,2010,0.669896
15,March,2010,0.487105
22,March,2010,0.170553
29,March,2010,-0.024363
04,April,2010,0.276543
11,April,2010,0.107043
18,April,2010,-0.084025
26,April,2010,-0.177954
03,May,2010,0.456329
10,May,2010,0.293531
16,May,2010,-0.058332
23,May,2010,-0.313761
30,May,2010,-0.154065
07,June,2010,0.213894
14,June,2010,0.403843
21,June,2010,0.523732
27,June,2010,0.708363
04,July,2010,0.213283
12,July,2010,0.024949
19,July,2010,0.009095
26,July,2010,0.056486
01,August,2010,-0.505657
08,August,2010,-0.56432
15,August,2010,-0.66613
23,August,2010,-0.930102
30,August,2010,-1.157731
06,September,2010,-1.279349
12,September,2010,-1.211742
19,September,2010,-1.343755
26,September,2010,-1.57212
04,October,2010,-1.872977
11,October,2010,-2.088855
17,October,2010,-2.27512
24,October,2010,-2.22851
31,October,2010,-1.836741
08,November,2010,-1.984545
15,November,2010,-2.068461
22,November,2010,-2.18311
28,November,2010,-2.363107
05,December,2010,-2.555343
12,December,2010,-2.588832
20,December,2010,-2.623029
27,December,2010,-2.695843
03,January,2011,-3.182758
09,January,2011,-3.296357
16,January,2011,-3.169202
24,January,2011,-2.751856
31,January,2011,-2.278139
07,February,2011,-2.549751
13,February,2011,-2.434289
20,February,2011,-2.259607
27,February,2011,-2.072744
07,March,2011,-1.951857
14,March,2011,-1.959994
21,March,2011,-2.138279
27,March,2011,-2.087916
03,April,2011,-1.605329
10,April,2011,-1.656143
18,April,2011,-1.528222
25,April,2011,-1.413778
01,May,2011,-1.099815
08,May,2011,-1.16818
15,May,2011,-1.178422
23,May,2011,-0.978624
30,May,2011,-0.784895
06,June,2011,-0.534042
12,June,2011,-0.301019
19,June,2011,-0.046197
26,June,2011,0.062549
04,July,2011,-0.133001
11,July,2011,-0.315453
18,July,2011,-0.408296
24,July,2011,-0.17024
31,July,2011,-0.412096
07,August,2011,-0.071436
15,August,2011,0.0909
22,August,2011,0.269571
28,August,2011,0.436848
04,September,2011,0.481409
11,September,2011,0.592996
19,September,2011,0.560028
26,September,2011,0.518419
03,October,2011,0.605344
09,October,2011,0.360913
16,October,2011,0.418606
23,October,2011,0.496763
31,October,2011,0.370838
07,November,2011,0.580446
14,November,2011,0.595429
20,November,2011,0.652231
27,November,2011,0.625567
05,December,2011,0.411713
12,December,2011,0.01843
19,December,2011,-0.161756
25,December,2011,-0.480282
01,January,2012,-1.1236
08,January,2012,-1.17553
15,January,2012,-1.031158
23,January,2012,-0.790055
30,January,2012,-0.591419
06,February,2012,-0.81896
12,February,2012,-0.432319
19,February,2012,-0.448393
26,February,2012,-0.533699
05,March,2012,-0.666421
12,March,2012,-1.050734
19,March,2012,-1.461676
25,March,2012,-1.572156
01,April,2012,-1.032092
08,April,2012,-0.926366
16,April,2012,-0.886145
23,April,2012,-0.935686
30,April,2012,-1.303517
06,May,2012,-0.787409
13,May,2012,-0.839181
20,May,2012,-0.80181
28,May,2012,-0.744104
04,June,2012,-0.720356
11,June,2012,-0.696357
17,June,2012,-0.671224
24,June,2012,-0.414466
02,July,2012,-0.420817
09,July,2012,-0.226394
16,July,2012,-0.157646
22,July,2012,-0.132794
29,July,2012,-0.041925
05,August,2012,-0.367035
13,August,2012,-0.075517
20,August,2012,0.185519
27,August,2012,0.22479
02,September,2012,0.136897
09,September,2012,0.132689
16,September,2012,0.124444
24,September,2012,0.178022
01,October,2012,0.250589
08,October,2012,0.101342
14,October,2012,-0.145723
21,October,2012,-0.154649
28,October,2012,-0.216059
05,November,2012,-0.068799
12,November,2012,-0.083643
19,November,2012,-0.241044
25,November,2012,-0.346956
02,December,2012,-0.517356
09,December,2012,-0.508393
17,December,2012,-0.324333
24,December,2012,-0.294916
31,December,2012,-0.608312
07,January,2013,-1.332747
13,January,2013,-1.541485
20,January,2013,-1.399256
27,January,2013,-1.057486
04,February,2013,-1.076014
11,February,2013,-0.818643
17,February,2013,-0.67471
24,February,2013,-0.562871
03,March,2013,-0.704097
11,March,2013,-0.652912
18,March,2013,-0.510294
25,March,2013,-0.358353
07,April,2013,-0.673457
14,April,2013,-0.851822
22,April,2013,-0.750573
29,April,2013,-0.969935
06,May,2013,-0.736155
12,May,2013,-1.14831
19,May,2013,-1.724461
27,May,2013,-1.657587
03,June,2013,-1.168178
10,June,2013,-0.889291
16,June,2013,-0.75827
23,June,2013,-0.678665
30,June,2013,-0.909862
08,July,2013,-0.780119
15,July,2013,-0.616671
22,July,2013,-0.352396
28,July,2013,-0.22133
04,August,2013,-0.673998
11,August,2013,-0.792
19,August,2013,-0.891778
26,August,2013,-0.808701
02,September,2013,-0.945088
15,September,2013,-1.327441
23,September,2013,-1.285304
30,September,2013,-1.348677
07,October,2013,-1.111007
13,October,2013,-0.945042
20,October,2013,-0.871592
27,October,2013,-0.860476
04,November,2013,-0.402803
11,November,2013,-0.287076
18,November,2013,-0.073267
24,November,2013,-0.046591
01,December,2013,-0.033809
08,December,2013,-0.131623
16,December,2013,-0.429123
23,December,2013,-0.588583
29,December,2013,-0.404661
05,January,2014,-0.542931
12,January,2014,-0.284453
20,January,2014,-0.033376
27,January,2014,0.178066
03,February,2014,-0.006052
09,February,2014,0.138643
16,February,2014,0.183588
23,February,2014,0.222894
03,March,2014,0.406634
10,March,2014,0.539701
17,March,2014,0.510116
23,March,2014,0.465171
30,March,2014,0.348106
07,April,2014,0.653708
14,April,2014,0.460706
21,April,2014,0.240622
27,April,2014,-0.204988
04,May,2014,-0.062498
11,May,2014,-0.222775
19,May,2014,-0.191623
26,May,2014,-0.297563
02,June,2014,-0.132788
08,June,2014,-0.190181
15,June,2014,-0.294136
22,June,2014,-0.575136
30,June,2014,-0.740778
07,July,2014,-1.158631
13,July,2014,-1.160258
20,July,2014,-1.028143
27,July,2014,-0.751171
04,August,2014,-1.125834
11,August,2014,-0.923643
18,August,2014,-0.632137
24,August,2014,-0.619691
31,August,2014,-0.692323
07,September,2014,-0.365097
15,September,2014,-0.134434
22,September,2014,-0.006142
29,September,2014,-0.119625
05,October,2014,-0.314716
12,October,2014,-0.424308
19,October,2014,-0.454511
27,October,2014,-0.644041
03,November,2014,-0.215669
09,November,2014,-0.230516
16,November,2014,-0.36592
23,November,2014,-0.461997
01,December,2014,-0.596816
08,December,2014,-0.634593
15,December,2014,-0.607144
21,December,2014,-0.878353
28,December,2014,-1.112408
04,January,2015,-1.442138
12,January,2015,-1.21559
19,January,2015,-0.773301
26,January,2015,-0.072164
01,February,2015,0.144495
08,February,2015,0.384094
16,February,2015,0.409041
23,February,2015,0.366742
02,March,2015,0.264035
08,March,2015,0.247369
15,March,2015,0.246768
22,March,2015,0.347422
30,March,2015,0.322573
06,April,2015,0.922138
13,April,2015,0.737894
19,April,2015,0.434244
26,April,2015,0.05678
03,May,2015,0.421649
11,May,2015,0.429162
18,May,2015,0.022187
24,May,2015,-0.066068
31,May,2015,0.218668
07,June,2015,0.285689
15,June,2015,0.372996
22,June,2015,0.429953
29,June,2015,0.530376
05,July,2015,0.306695
12,July,2015,0.333914
19,July,2015,0.344611
27,July,2015,0.532626
03,August,2015,0.218908
10,August,2015,0.538386
16,August,2015,0.63414
23,August,2015,0.555184
31,August,2015,0.692397
07,September,2015,0.476026
14,September,2015,0.760201
20,September,2015,0.783829
27,September,2015,0.608026
04,October,2015,0.871196
12,October,2015,0.882747
19,October,2015,0.904003
26,October,2015,0.89163
01,November,2015,1.356977
08,November,2015,1.231997
15,November,2015,1.297681
23,November,2015,1.056284
30,November,2015,1.01435
06,December,2015,0.757504
13,December,2015,0.50261
20,December,2015,0.364469
28,December,2015,0.268308
03,January,2016,0.151113
10,January,2016,0.568571
18,January,2016,0.823221
25,January,2016,1.011929
01,February,2016,0.79804
07,February,2016,0.591364
14,February,2016,0.42519
21,February,2016,0.539092
29,February,2016,0.804077
07,March,2016,0.825453
14,March,2016,0.82591
20,March,2016,0.753954
27,March,2016,0.488376
03,April,2016,1.000444
11,April,2016,0.80251
18,April,2016,0.610927
25,April,2016,0.312108
01,May,2016,0.558917
08,May,2016,0.21935
16,May,2016,-0.228228
23,May,2016,-0.793397
30,May,2016,-1.25
05,June,2016,-1.455711
12,June,2016,-1.530708
19,June,2016,-1.633125
27,June,2016,-1.597585
04,July,2016,-1.648111
11,July,2016,-1.280136
17,July,2016,-1.158841
24,July,2016,-1.246023
31,July,2016,-1.690699
08,August,2016,-1.365915
15,August,2016,-1.196742
22,August,2016,-1.176888
28,August,2016,-1.296567
04,September,2016,-1.656475
11,September,2016,-1.766378
19,September,2016,-1.82154
26,September,2016,-1.933073
03,October,2016,-1.796488
09,October,2016,-1.741343
16,October,2016,-1.798814
23,October,2016,-1.791275
31,October,2016,-1.794025
07,November,2016,-1.521569
14,November,2016,-1.536724
20,November,2016,-1.494713
27,November,2016,-1.618017
04,December,2016,-1.690325
12,December,2016,-1.761123
19,December,2016,-1.766338
26,December,2016,-1.617318
01,January,2017,-1.903045
08,January,2017,-1.915119
16,January,2017,-1.778364
23,January,2017,-1.738837
30,January,2017,-1.638502
05,February,2017,-1.830181
12,February,2017,-1.631383
19,February,2017,-1.298133
27,February,2017,-1.121054
06,March,2017,-1.10883
12,March,2017,-1.09815
19,March,2017,-1.208217
26,March,2017,-1.326902
03,April,2017,-0.966702
10,April,2017,-1.05907
17,April,2017,-1.05596
23,April,2017,-1.058588
30,April,2017,-0.383467
07,May,2017,-0.374668
15,May,2017,-0.431738
22,May,2017,-0.555496
29,May,2017,-0.642068
04,June,2017,-0.564277
11,June,2017,-0.444867
19,June,2017,-0.311685
26,June,2017,-0.123946
03,July,2017,-0.062744
09,July,2017,-0.068744
16,July,2017,-0.153128
23,July,2017,-0.013102
31,July,2017,0.109084
07,August,2017,-0.522331
14,August,2017,-0.398623
20,August,2017,-0.283728
27,August,2017,-0.215759
03,September,2017,-0.38552
11,September,2017,-0.760907
18,September,2017,-1.001876
24,September,2017,-0.807661
01,October,2017,-0.731301
08,October,2017,-0.78964
16,October,2017,-0.97058
23,October,2017,-0.928419
30,October,2017,-0.783853
05,November,2017,-0.43263
12,November,2017,-0.52486
19,November,2017,-0.697617
27,November,2017,-0.84551
04,December,2017,-1.169798
11,December,2017,-1.239845
17,December,2017,-1.024087
24,December,2017,-0.755046
01,January,2018,-0.929284
08,January,2018,-0.796249
15,January,2018,-0.671079
21,January,2018,-0.534539
28,January,2018,-0.467424
04,February,2018,-0.887652
12,February,2018,-0.76174
19,February,2018,-0.498729
26,February,2018,-0.399629
04,March,2018,-0.369364
11,March,2018,-0.503007
18,March,2018,-0.719883
26,March,2018,-0.764754
02,April,2018,-0.204077
09,April,2018,-0.077663
15,April,2018,0.022267
22,April,2018,-0.199928
30,April,2018,-0.692182
07,May,2018,-0.304698
14,May,2018,-0.197083
20,May,2018,-0.176852
27,May,2018,-0.166965
03,June,2018,-0.229462
11,June,2018,-0.441648
18,June,2018,-0.244526
25,June,2018,0.098658
01,July,2018,-0.110529
08,July,2018,-0.098965
15,July,2018,-0.068825
23,July,2018,-0.136084
30,July,2018,-0.186755
05,August,2018,-0.621316
12,August,2018,-0.521647
19,August,2018,-0.384032
27,August,2018,-0.264934
03,September,2018,-0.53282
10,September,2018,-0.320358
16,September,2018,-0.167165
23,September,2018,-0.066029
30,September,2018,0.324832
08,October,2018,0.025381
15,October,2018,-0.141788
22,October,2018,-0.120177
28,October,2018,-0.119048
04,November,2018,0.085701
12,November,2018,-0.071413
19,November,2018,-0.386397
26,November,2018,-0.490257
02,December,2018,-0.244412
09,December,2018,-0.13746
16,December,2018,-0.354779
24,December,2018,-0.448957
31,December,2018,-0.258401
07,January,2019,-0.16496
13,January,2019,0.15791
20,January,2019,0.517109
27,January,2019,0.657247
04,February,2019,0.380877
11,February,2019,0.627921
17,February,2019,0.62665
24,February,2019,0.598019
11,March,2019,0.479955
18,March,2019,0.214881
25,March,2019,0.167291
31,March,2019,0.837933
07,April,2019,1.012819
14,April,2019,0.871652
22,April,2019,0.560519
29,April,2019,0.038846
06,May,2019,0.323576
12,May,2019,0.180756
19,May,2019,0.329821
27,May,2019,0.471038
03,June,2019,0.728646
10,June,2019,0.729523
16,June,2019,0.559348
23,June,2019,0.351955
30,June,2019,-0.020713
08,July,2019,0.261069
15,July,2019,0.611725
22,July,2019,0.869519
28,July,2019,1.048501
04,August,2019,0.72995
11,August,2019,0.882352
19,August,2019,0.941115
26,August,2019,1.069429
02,September,2019,0.882935
08,September,2019,1.166955
15,September,2019,1.411781
23,September,2019,1.596239
30,September,2019,1.687986
07,October,2019,2.110531
13,October,2019,2.469394
20,October,2019,2.579935
27,October,2019,2.714715
04,November,2019,3.084196
11,November,2019,2.856798
18,November,2019,2.819465
24,November,2019,2.998771
01,December,2019,3.166288
08,December,2019,3.24505
16,December,2019,3.244312
23,December,2019,2.900666
29,December,2019,2.641016
05,January,2020,2.123134
13,January,2020,2.1108
20,January,2020,2.163994
27,January,2020,2.244494
16,February,2020,1.477574
24,February,2020,1.332722
02,March,2020,1.457951
08,March,2020,1.280913
15,March,2020,1.261811
22,March,2020,1.212518
30,March,2020,1.232694
06,April,2020,1.519223
13,April,2020,1.15205
19,April,2020,0.95434
26,April,2020,0.846565
03,May,2020,1.297558
11,May,2020,0.856893
18,May,2020,0.229929
25,May,2020,-0.480021
31,May,2020,-0.359043
07,June,2020,-0.177398
14,June,2020,-0.042492
22,June,2020,0.246183
29,June,2020,0.163963
06,July,2020,-0.201641
12,July,2020,-0.008328
19,July,2020,0.152666
26,July,2020,0.158222
03,August,2020,-0.417908
10,August,2020,-0.481195
17,August,2020,-0.562973
23,August,2020,-0.591087
30,August,2020,-0.382468
06,September,2020,-0.563133
14,September,2020,-0.503075
21,September,2020,-0.458938
28,September,2020,-0.193518
04,October,2020,0.056518
11,October,2020,0.054446
18,October,2020,-0.200754
26,October,2020,-0.534053
02,November,2020,-0.354761
09,November,2020,-0.315558
15,November,2020,-0.316204
22,November,2020,-0.475469
29,November,2020,-0.647481
07,December,2020,-0.825818
14,December,2020,-0.879485
21,December,2020,-0.825561
27,December,2020,-0.940464
04,January,2021,-1.311896
11,January,2021,-1.523461
17,January,2021,-1.687536
24,January,2021,-1.771093
31,January,2021,-2.062554
08,February,2021,-1.996387
15,February,2021,-1.694223
22,February,2021,-1.506508
28,February,2021,-1.33524
07,March,2021,-1.040454
15,March,2021,-0.747319
22,March,2021,-0.635951
29,March,2021,-0.987002
04,April,2021,-0.893834
11,April,2021,-1.299907
18,April,2021,-1.466967
26,April,2021,-1.341496
03,May,2021,-0.571067
10,May,2021,-0.382749
16,May,2021,-0.437381
23,May,2021,-0.714294
30,May,2021,-1.158856
07,June,2021,-1.42672
14,June,2021,-1.219057
21,June,2021,-0.844813
27,June,2021,-0.498902
04,July,2021,-0.716961
12,July,2021,-0.981139
19,July,2021,-1.204626
26,July,2021,-1.142399
01,August,2021,-1.351304
08,August,2021,-1.040503
15,August,2021,-0.865709
23,August,2021,-0.891066
30,August,2021,-0.813538
06,September,2021,-0.933733
12,September,2021,-0.755389
19,September,2021,-0.52139
26,September,2021,-0.73736
04,October,2021,-0.699293
11,October,2021,-0.889137
17,October,2021,-1.14927
24,October,2021,-1.443978
31,October,2021,-1.287692
08,November,2021,-1.579791
15,November,2021,-1.63347
22,November,2021,-1.81935
28,November,2021,-1.924721
05,December,2021,-1.885835
12,December,2021,-1.725719
20,December,2021,-1.377161
27,December,2021,-0.861681
03,January,2022,-0.844197
09,January,2022,-0.442713
16,January,2022,-0.21411
24,January,2022,-0.115601
31,January,2022,-0.150533
07,February,2022,-0.586706
13,February,2022,-0.727016
20,February,2022,-0.861562
27,February,2022,-0.699673
07,March,2022,-0.606437
14,March,2022,-0.687261
21,March,2022,-0.984819
27,March,2022,-1.268511
03,April,2022,-0.819552
10,April,2022,-0.8927
18,April,2022,-0.996967
25,April,2022,-0.978854
01,May,2022,-0.494504
08,May,2022,-0.996368
15,May,2022,-1.380856
23,May,2022,-1.466241
30,May,2022,-1.379248
06,June,2022,-1.08878
12,June,2022,-0.907968
19,June,2022,-0.727277
26,June,2022,-0.640865
04,July,2022,-1.017918
11,July,2022,-1.143976
18,July,2022,-1.118191
24,July,2022,-0.939561
31,July,2022,-1.52674
07,August,2022,-1.541087
15,August,2022,-1.477644
22,August,2022,-1.297672
28,August,2022,-1.229261
04,September,2022,-1.703014
11,September,2022,-1.81518
19,September,2022,-1.918044
26,September,2022,-1.927202
03,October,2022,-1.886183
09,October,2022,-2.097141
16,October,2022,-2.148882
23,October,2022,-2.047118
31,October,2022,-1.90355
07,November,2022,-1.514909
14,November,2022,-1.596156
20,November,2022,-1.588798
27,November,2022,-1.735699
05,December,2022,-1.721561
12,December,2022,-1.552992
19,December,2022,-1.731845
25,December,2022,-1.88453
01,January,2023,-2.208952
08,January,2023,-1.943771
16,January,2023,-1.606176
23,January,2023,-1.519886
30,January,2023,-1.490575
05,February,2023,-2.098657
12,February,2023,-2.028291
19,February,2023,-1.917342
27,February,2023,-1.764892
06,March,2023,-1.413179
12,March,2023,-1.069359
19,March,2023,-0.780515
26,March,2023,-0.784365
03,April,2023,-0.267176
10,April,2023,-0.250522
17,April,2023,-0.176089
23,April,2023,-0.159351
30,April,2023,0.156758
07,May,2023,-0.178698
15,May,2023,-0.599011
22,May,2023,-0.704282
29,May,2023,-0.619589
04,June,2023,-0.333501
11,June,2023,-0.153089
19,June,2023,-0.095578
26,June,2023,-0.027442
03,July,2023,-0.264493
09,July,2023,-0.038656
16,July,2023,0.1955
23,July,2023,0.510254
31,July,2023,0.755346
07,August,2023,0.33552
14,August,2023,0.5187
20,August,2023,0.713614
27,August,2023,0.81428
03,September,2023,0.768809
11,September,2023,0.912641
18,September,2023,1.130803
24,September,2023,1.542225
01,October,2023,2.075872
08,October,2023,2.522036
16,October,2023,2.946762
23,October,2023,3.123681
30,October,2023,3.321993
05,November,2023,3.722893
12,November,2023,3.862927
19,November,2023,3.963561
27,November,2023,3.968569
04,December,2023,3.876027
11,December,2023,3.580192
17,December,2023,3.044086
24,December,2023,2.624634
01,January,2024,2.150073
08,January,2024,2.056273
15,January,2024,1.673439
21,January,2024,1.430141
28,January,2024,1.358715
04,February,2024,1.210596
12,February,2024,1.491672
19,February,2024,1.753544
26,February,2024,1.900075
03,March,2024,1.772572
10,March,2024,1.40734
17,March,2024,1.252395
25,March,2024,1.250424
01,April,2024,1.833251
08,April,2024,1.997707
14,April,2024,1.846672
21,April,2024,1.624621
28,April,2024,1.315636
06,May,2024,1.510781
13,May,2024,1.202921
20,May,2024,0.860226
26,May,2024,0.729149
02,June,2024,0.651827
09,June,2024,0.45081
17,June,2024,0.200454
24,June,2024,0.312468
01,July,2024,0.125259
07,July,2024,0.265089
14,July,2024,0.470036
21,July,2024,0.805125
29,July,2024,1.053117
05,August,2024,0.713445
12,August,2024,0.732005
18,August,2024,0.662316
25,August,2024,0.461379
01,September,2024,0.320381
09,September,2024,0.376729
16,September,2024,0.422196
23,September,2024,0.376541
29,September,2024,0.278091
06,October,2024,0.321983
13,October,2024,0.093774
21,October,2024,-0.148298
28,October,2024,-0.377969
04,November,2024,-0.130734
10,November,2024,-0.234852
17,November,2024,-0.34686
24,November,2024,-0.769291
02,December,2024,-1.096226
09,December,2024,-1.524046
16,December,2024,-1.57501
22,December,2024,-1.565052
29,December,2024,-1.673668
05,January,2025,-2.062812
12,January,2025,-1.988495
